link,title,keywords,conclusion,dates,abstract
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7366507/,Detecting the Coronavirus (COVID-19),"diagnosis, detection kits, RT-PCR, immunoassay, false negative, false positive, sensitivity, specificity, point-of-care testing (POCT)","Since the beginning of the 21st century, our world has been facing unprecedented crises of deadly viruses like Zika, Ebola, SARS, MERS, and so forth. The epidemics of these viral diseases were sparked either by the evolution of pre-existing viruses or by the emergence of new viral species. Such diseases have already caused colossal damage to society. Loss of life struck the most, but the consequences in the aftermath were equally dreadful: the psychological well-being of survivors and the socio-economic fallout were rather distressing. Now, in December 2019, the world was hit by another virus known as SARS-CoV-2 (the disease associated with this virus is called COVID-19).",Published online 2020 Sep 16.,"Since the first outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in Wuhan, Hubei, China in December 2019, it is now recognized as a pandemic by the World Health Organization (WHO) as more than 200 countries and territories worldwide are affected with an increasing incidence. The SARS-CoV-2 infection results in a spectrum of non-specific signs and symptoms, ranging from asymptomatic infection, to flu-like illness such as fever, cough, dry cough and fatigue, to pneumonia, acute respiratory distress syndrome, and even multi-organ failures with high morbidity and mortality. SARS-CoV-2 is mainly transmitted through respiratory droplets that infected people exhale during incubation and onset period. By 12 June 2020, over 7.5 million confirmed cases of Coronavirus disease 2019 (COVID-19) with more than 421,000 deaths in the world have been reported to the WHO. No specific medication is approved to treat COVID-19, raising the urgent need for antiviral drug development. By 12 June 2020, there are over 1000 clinical trials registered in clinicaltrials.gov for treatment of COVID-19. This review summarizes the epidemiology, virology, clinical presentation, pathophysiology, diagnosis, and particularly the antiviral drugs currently under clinical trials for treatment of SARS-CoV-2 infection, together with the challenges and perspectives of this disease are also discussed."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778859/,COVID-19: advance in laboratory diagnostic strategy and technology,null,null,Published online 2020 Dec 9.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7172500/,Rapid Detection of COVID-19 Causative Virus (SARS-CoV-2) in Human Nasopharyngeal Swab Specimens Using Field-Effect Transistor-Based Biosensor,"FET, biosensor, COVID-19, SARS-CoV-2, 2019-nCoV","Coronavirus disease 2019 (COVID-19) is a newly emerging human infectious disease associated with severe respiratory distress. In December 2019, a series of cases of pneumonia of unknown cause were reported in Wuhan in the Hubei province of China.1 Later, the 2019 novel coronavirus (2019-nCov) was identified from the bronchoalveolar lavage fluid of a patient;2 it was subsequently renamed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by the International Committee on Taxonomy of Viruses.3 As human-to-human transmission rapidly increased, the World Health Organization (WHO) classified the COVID-19 outbreak as a pandemic on March 12, 2020.4 As of March 29, 2020, more than 634,000 cases of COVID-19 have been confirmed around the world, resulting in 29,891 deaths.5 The estimated basic reproduction number (R0) of COVID-19 is approximately 2.2, meaning that, on average, each patient spreads infection to 2.2 people.6 Because no specific drugs or vaccines are yet available for COVID-19, early diagnosis and management are crucial for containing the outbreak.",Published online 2020 Jul 2.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270517/,Implications of COVID-19 in pediatric rheumatology,null,null,Published online 2020 Jul 4.,"The novel coronavirus severe acute respiratory syndrome coronavirus 2 causing the Coronavirus disease (COVID-19) pandemic has ravaged the world with over 72 million total cases and over 1.6 million deaths worldwide as of early December 2020. An overwhelming preponderance of cases and deaths is observed within the elderly population, and especially in those with pre-existing conditions and comorbidities. Aging causes numerous biological changes in the immune system, which are linked to age-related illnesses and susceptibility to infectious diseases. Age-related changes influence the host immune response and therefore not only weaken the ability to fight respiratory infections but also to mount effective responses to vaccines. Immunosenescence and inflamm-aging are considered key features of the aging immune system wherein accumulation of senescent immune cells contribute to its decline and simultaneously increased inflammatory phenotypes cause immune dysfunction. Age-related quantitative and qualitative changes in the immune system affect cells and soluble mediators of both the innate and adaptive immune responses within lymphoid and non-lymphoid peripheral tissues. These changes determine not only the susceptibility to infections, but also disease progression and clinical outcomes thereafter. Furthermore, the response to therapeutics and the immune response to vaccines are influenced by age-related changes within the immune system. Therefore, better understanding of the pathophysiology of aging and the immune response will not only help understand age-related diseases but also guide targeted management strategies for deadly infectious diseases like COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284455/,Neurological manifestations and implications of COVID-19 pandemic,"cerebrovascular diseases, COVID-19, healthcare impact, neurological manifestations, SARS-CoV-2","In December 2019, a novel coronavirus emerged in Wuhan, China, as the causing factor of pneumonia and severe acute respiratory syndrome.1 As of May 1st, 2020, the currently named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread in more than 215 countries, infecting 3,181,642 patients and causing the coronavirus disease 2019 (COVID-19) pandemic, as this outbreak was declared on 11th March 2020 by the World Health Organization.2 During this pandemic, public health is relentlessly facing critical challenges, and the medical community continues to struggle in an uncharted so far territory, especially with regards to reliable therapeutic interventions.3",null,"SARS-CoV-2, a newly emerged pathogen in December 2019, marked as one of the highly pathogenic Coronavirus, and altogether this is the third coronavirus attack that crossed the species barrier. As of 1st July 2020, it is spreading around 216 countries, areas or territories, and a total of 10,185,374 and 503,862 confirmed cases and death reports, respectively. The SARS-CoV-2 virus entered into the target cells by binding with the hACE2 receptors. Spike glycoprotein promotes the entry of the virus into host target cells. Literature reported a significant mutation in receptor binding sites and membrane proteins of the previous SARS-CoV to turned as SARS-CoV-2 virus, responsible for most dreadful pandemic COVID-19. These modifications may be the probable reason for the extreme transmission and pathogenicity of the virus. A hasty spread of COVID-19 throughout the world is highly threatening, but still, scientists do not have a proper therapeutic measure to fight with it. Scientists are endeavoring across the world to find effective therapy to combat COVID 19. Several drugs such as Remdesivir, Hydroxychloroquine, Chloroquine, Ribavirin, Ritonavir, Lopinavir, Favipiravir, Interferons, Bevacizumab, Azithromycin, etc. are currently under clinical trials. Vaccine development from various pharmaceutical companies and research institutes is under progress, and more than ten vaccine candidates are in the various phases of clinical trials. This review work highlighted the origin, emergence, structural features, pathogenesis, and clinical features of COVID-19. We have also discussed the in-line treatment strategies, preventive measures, and vaccines to combat the emergence of COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7824305/,Lead SARS-CoV-2 Candidate Vaccines: Expectations from Phase III Trials and Recommendations Post-Vaccine Approval,"SARS-CoV-2, COVID-19, SARS-CoV-2 vaccines, clinical trials","SARS-CoV-2 was first reported, in late 2019, in humans in Wuhan (China); the virus is believed to have been transmitted to humans from an unknown animal reservoir [1,2,3]. Since then, the virus has spread worldwide; as of 1st December 2020, >63.5 million people have been infected with the virus, with >1.4 million deaths [4]. SARS-CoV-2 is suspected to have evolved from a bat coronavirus, RaTG13 [5]; the spike protein of SARS-CoV-2 is 97.4% identical to that of RaTG13, while it is only 76% and ~35% identical to that of SARS-CoV and the middle east respiratory syndrome (MERS) coronavirus, respectively. SARS-CoV-2 is transmitted primarily through respiratory droplets/aerosols. The virus causes COVID-19, which is associated with flu-like symptoms (fever, chills, cough; 83% of patients), pneumonia (31% of patients), acute respiratory destress syndrome (17% of patients), nausea/vomiting (1% of patients), and diarrhea (~2% of patients) [6,7]. More recently, the virus has been linked to stroke and pediatric multi-system inflammatory syndrome in children [8,9,10,11]. COVID-19 disproportionately affects racial/ethnic minorities; this group has the highest number of people with underlying health conditions (comorbidities) such as obesity, diabetes, heart disease, and HIV [12]. Thus, a racial/ethnic minority person is 2.1 times more likely to die from COVID-19 than a non-ethnic minority person [13].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775718/,COVID-19 and dermatology,"SARS-CoV-2, COVID-19, dermatology, skin findings","Sars-CoV-2 virus infection (COVID-19) was observed in China in the last months of 2019. In the period following, this infection spread all over the world. In March 2020 the World Health Organization announced the existence of a pandemic.",Published online 2021 Jan 12.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7729279/,Recent updates on COVID-19: A holistic review,"Microbiology, Virology, Viruses, Epidemiology, Vaccines, Health disparity, Diagnostics, SARS-CoV-2, Mutations, Comorbidities, Signalling, Vaccination, Spike protein","In Latin, coronavirus (CoV) refers to ""halo"" or ""crown"" viruses as these have spike-like projections on its surface [1, 2]. The genome size of the virus ranges from 26 to 32 × 103 bp and consists of multiple open reading frames (ORFs) (from 6 to 11). The first ORF constituting 67% of the whole virus genome is responsible for 16 non-structural proteins (nsps). The other necessary proteins are encoded by the remaining ORFs [3]. The four main structural proteins of the virus include the spike surface glycoprotein (S), envelope (E), membrane (M), and nucleocapsid (N). The S protein establishes the essential host cell tropism [4]. Further speaking of the first infectious CoV, the virus was isolated from birds with bronchitis in the 1930s [5]. CoVs comprises four genera: Alpha, Beta, Gamma, and Delta CoV. The first two genera of CoVs are known to infect humans, while the latter two predominantly infect birds [6]. In the 1960s, the first human coronavirus (HCoV) from the cultures of patients with a common cold was obtained [7]. Apart from the newly recognized severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), six other HCoVs have been identified, namely HCoV-NL63 and HCoV-229E, which belong to the genus Alpha CoV [8], HCoV-HKU1, HCoV-OC43, Middle East respiratory syndrome coronavirus (MERS-CoV), and SARS-CoV which are categorized as Beta CoVs [8].",Published online 2020 Jul 17.,"As the COVID-19 pandemic has profoundly impacted human life, prompt diagnostic tests are becoming an essential part of the social activities. However, the expensive and time-consuming laboratory-based traditional methods do not suffice the enormous needs for massive number of tests, especially in resource-limited settings. Therefore, more affordable, rapid, sensitive and specific field-practical diagnostic devices play an important role in the fight against the disease. In this review, we present the current status and advances in the biosensing technologies for diagnosing COVID-19, ranging from commercial achievements to research developments. Starting from a brief introduction to the disease biomarkers, this review summarizes the working principles of the biosensing technologies, followed by a review of the commercial products and research advances in academia. We recapitulate the literatures with a wide scope of bio/marker detections, embracing nucleic acids, viral proteins, human immune responses, and other potential bio/markers. Further, the challenges and perspectives for their employment in future point-of-care applications are discussed, with an extended appraisal on the practical strategies to enlarge the testing capability without high cost. This critical review provides a comprehensive insight into the diagnostic tools for COVID-19 and will encourage the industry and academia in the field of diagnostic biosensing for future evolvement to large-scale point-of-care screening of COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7496948/,Mass Spectrometry Techniques in Emerging Pathogens Studies: COVID-19 Perspectives,"mass spectrometry, emerging pathogen, COVID-19, proteomics, glycomics, metabolomics and lipidomics","The etiology of a novel type of coronavirus was identified on January 7, 2020, in Wuhan City in the Hubei Province of China.1 This novel coronavirus (CoV) was later named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), and the disease it causes was called coronavirus disease 2019 (COVID-19).2 Originally, the COVID-19 epidemic was concentrated in China, but it rapidly spread around the world with approximately 15,547,081 known cases and 633,142 deaths as of July 23, 2020.3 COVID-19 is now one of the most devastating pandemics that has affected public health on all six populated continents. There are four known genera of CoV, alpha, beta, gamma, and delta that cause a multitude of symptoms including severe respiratory issues, nervous system alterations, immune dysfunction, as well as kidney, cardiovascular, lung, and gastrointestinal malfunction.4−10 According to recent studies, SARS-CoV-2 binds to the angiotensin converting enzyme II (ACE2) receptors of the cell of nasal epithelia, lungs, or other organs and triggers an immune response which is believed to ultimately lead to symptoms.11,12 However, in many cases, individuals have no symptoms that lead to COVID-19 but can still carry and transmit the virus for up to 14 days leading to profound exposure concerns.13,14 Several research studies have suggested that COVID-19 is a silent spreader and can be divided into asymptomatic where people carry the active virus but never develop any symptoms, presymptomatic, where people have been infected and are incubating the virus but do not show symptoms, and mildly symptomatic where people feel slightly unwell from a COVID-19 infection but continue to come in close contact with others.14,15 According to a recent global health report, 1 in 5 people worldwide have an underlying health condition that could increase their risk of severe COVID-19.16 Several risk factors have been identified as associated with COVID-19 and its disease severity, including older age, asthma, underlying respiratory disorder,, hypertension, cardiac disease, renal disease, diabetes, obesity, cancer, and smoking.17−20",null,"The novel coronavirus disease (COVID-19) pandemic, caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), remains a global challenge. Despite intense research efforts worldwide, an effective vaccine and viable treatment options have eluded investigators. Therefore, infection prevention, early viral detection and identification of successful treatment protocols provide the best approach in controlling disease spread. In this review, current therapeutic options, preventive methods and transmission routes of COVID-19 are discussed."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7581732/,"The Neat Dance of COVID-19: NEAT1, DANCR, and Co-Modulated Cholinergic RNAs Link to Inflammation","cholinergic, central nervous system, COVID-19, long non-coding RNA, miRNA","The COVID-19 pandemic presents an ongoing challenge to the medical and research community. SARS-CoV-2 is estimated to have infected globally more than 25 million people and claimed the lives of at least 800,000 by August 30th, 2020 (World Health Organization COVID-19 Weekly Epidemiological Update, retrieved September 5th, 2020). The clinical natural history of COVID-19, generated by SARS-COV-2, includes 4–6 days of incubation time, followed by a febrile and respiratory-focused clinical picture, and occasionally complicated by superinfection and multiple organ failure. While the majority of cases are mild with eventual resolution, or not reaching a clinical threshold for seeking care (1), country-specific preliminary data indicates a highly variable death rate. To date, treatment of COVID-19 is mainly supportive, mostly addressing pulmonary and systemic decompensation, and involves experimental medical approaches including inflammation modulators (2–8). Age and chronic medical conditions are the most common COVID-19-related adverse prognostic factors, including cardiovascular-spectrum diseases and cancer. However, predicting who is at risk for severe complications is challenging, as accumulating follow-up data is still insufficient (9–11), and the realm of delayed cognitive risks has not yet been addressed.",Published online 2020 Aug 5.,"The world is currently facing the coronavirus disease (COVID-19) pandemic which places great pressure on health care systems and workers, often presents with severe clinical features, and sometimes requires admission into intensive care units. Derangements in nutritional status, both for obesity and malnutrition, are relevant for the clinical outcome in acute illness. Systemic inflammation, immune system impairment, sarcopenia, and preexisting associated conditions, such as respiratory, cardiovascular, and metabolic diseases related to obesity, could act as crucial factors linking nutritional status and the course and outcome of COVID-19. Nevertheless, vitamins and trace elements play an essential role in modulating immune response and inflammatory status. Overall, evaluation of the patient's nutritional status is not negligible for its implications on susceptibility, course, severity, and responsiveness to therapies, in order to perform a tailored nutritional intervention as an integral part of the treatment of patients with COVID-19. The aim of this study was to review the current data on the relevance of nutritional status, including trace elements and vitamin status, in influencing the course and outcome of the disease 3 mo after the World Health Organization's declaration of COVID-19 as a pandemic."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7827246/,Experimental Models to Study COVID-19 Effect in Stem Cells,"SARS-CoV-2, COVID-19, stem cells, organoid system","Coronaviruses are a large group of viruses that can cause serious complications in animals and humans. There are seven classes of coronaviruses that infect people, however, three of these can cause serious, or lethal outcomes in humans. These include severe acute respiratory syndrome or SARS coronavirus (SARS-CoV); Middle East respiratory syndrome (MERS) (MERS-CoV); and, most recently, the new coronavirus severe acute respiratory syndrome coronavirus type 2 (SARS-CoV-2), which has resulted in a pandemic that has infected more than 87 million people and approaching 1.9 million deaths worldwide as of 5 January 2021 (https://www.worldometers.info/coronavirus/), a statistic that is growing daily. Coronaviruses are well known as the common cause of upper respiratory symptoms such as a dry cough, sinusitis, loss of taste and smell, and labored breathing; however, for SARS-CoV-2, a variety of other new and unusual symptoms have also been recognized in both humans [1] and in animal models. This new virus strain emerged in 2019 and, hence, as mentioned, is referred to as COVID-19.",Published online 2021 Jan 7.,"Albeit primarily a disease of respiratory tract, the 2019 coronavirus infectious disease (COVID-19) has been found to have causal association with a plethora of neurological, neuropsychiatric and psychological effects. This review aims to analyze them with a discussion of evolving therapeutic recommendations."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7664515/,Expression of SARS-CoV-2 Entry Factors in the Pancreas of Normal Organ Donors and Individuals with COVID-19,"SARS-CoV-2, COVID-19, type 1 diabetes, type 2 diabetes, pancreas, ACE2, TMPRSS2, islet, CD34, insulin","The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has created a global healthcare crisis (Mercatelli and Giorgi, 2020). With infections continuing to rise in many countries and the potential for continuing viral persistence in the absence of a vaccine, there is an urgent need to better understand SARS-CoV-2-mediated pathology. Key to this are efforts examining human tissues potentially susceptible to infection.",Published online 2020 May 29.,"The global pandemic of coronavirus disease 2019 (COVID-19), caused by novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in over 7,273,958 cases with almost over 413,372 deaths worldwide as per the WHO situational report 143 on COVID-19. There are no known treatment regimens with proven efficacy and vaccines thus far, posing an unprecedented challenge to identify effective drugs and vaccines for prevention and treatment. The urgency for its prevention and cure has resulted in an increased number of proposed treatment options. The high rate and volume of emerging clinical trials on therapies for COVID-19 need to be compared and evaluated to provide scientific evidence for effective medical options. Other emerging non-conventional drug discovery techniques such as bioinformatics and cheminformatics, structure-based drug design, network-based methods for prediction of drug-target interactions, artificial intelligence (AI) and machine learning (ML) and phage technique could provide alternative routes to discovering potent Anti-SARS-CoV2 drugs. While drugs are being repurposed and discovered for COVID-19, novel drug delivery systems will be paramount for efficient delivery and avoidance of possible drug resistance. This review describes the proposed drug targets for therapy, and outcomes of clinical trials that have been reported. It also identifies the adopted treatment modalities that are showing promise, and those that have failed as drug candidates. It further highlights various emerging therapies and future strategies for the treatment of COVID-19 and delivery of Anti-SARS-CoV2 drugs."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392210/,"COVID-19: An overview of the current pharmacological interventions, vaccines, and clinical trials","COVID-19, SARS-CoV-2, Coronavirus, Drugs, Vaccines, Clinical trials","In the months since the novel coronavirus burst onto the scene, drug makers small and large have scrambled to put their best foot forward in an attempt to thwart the pandemic. Some are taking cues from older antivirals, while others are aiming to develop novel therapeutic agents to treat COVID-19. Vaccine development, convalescent plasma therapy, cell-based therapies and monoclonal antibodies are some of the potential approaches being targeted by researchers worldwide. However, drug development is an expensive and time-consuming endeavor with a high attrition rate [33]. The enormity of the current global health emergency means that time is of the essence. Thus, there has been considerable interest in repurposing existing drugs and expediting the development of vaccines, to allow rapid identification of suitable drug candidates. The dearth of proven clinical data on therapeutic agents for COVID-19 has led to a reliance on existing therapies for other viruses such as SARS-CoV-1, MERS-CoV, and HIV etc. It is unclear whether the data from repurposed antiviral drugs can be extrapolated to SARS-CoV-2, as unlike antibiotics, antivirals are specific for a particular virus in most cases. Table 1 lists some of the potential therapeutic agents that have been used as repurposed drugs for COVID-19 treatment. Their sites and mechanisms of action against SARS-CoV-2 are illustrated in Fig. 3.",Published online 2020 Sep 8.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7405144/,Extrapulmonary complications of COVID‐19: A multisystem disease?,null,null,Published online 2020 Aug 5.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7532351/,Herbal immune-boosters: Substantial warriors of pandemic Covid-19 battle,null,null,Published online 2020 Jul 4.,"Kidney involvement in patients with coronavirus disease 2019 (COVID-19) is common, and can range from the presence of proteinuria and haematuria to acute kidney injury (AKI) requiring renal replacement therapy (RRT; also known as kidney replacement therapy). COVID-19-associated AKI (COVID-19 AKI) is associated with high mortality and serves as an independent risk factor for all-cause in-hospital death in patients with COVID-19. The pathophysiology and mechanisms of AKI in patients with COVID-19 have not been fully elucidated and seem to be multifactorial, in keeping with the pathophysiology of AKI in other patients who are critically ill. Little is known about the prevention and management of COVID-19 AKI. The emergence of regional ‘surges’ in COVID-19 cases can limit hospital resources, including dialysis availability and supplies; thus, careful daily assessment of available resources is needed. In this Consensus Statement, the Acute Disease Quality Initiative provides recommendations for the diagnosis, prevention and management of COVID-19 AKI based on current literature. We also make recommendations for areas of future research, which are aimed at improving understanding of the underlying processes and improving outcomes for patients with COVID-19 AKI."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7480812/,Immune responses during COVID-19 infection,"Covid-19, Sars-CoV-2, Coronavirus, immune response, immunity, cellular, humoral","Three zoonotic positive sense single-stranded RNA betacoronavirus that cause lethal respiratory tract infections in humans feature on the World Health Organization (WHO) Blueprint list of priority pathogens for research and development due to their pandemic potential: the Severe Acute Respiratory Syndrome coronavirus (SARS-CoV), the Middle East Respiratory Syndrome coronavirus (MERS-CoV) and the recently discovered novel coronavirus (SARS-CoV2).1,2 SARS-CoV-2 was first identified in patients with pneumonia in Wuhan, China in late 2019 and has rapidly spread to all continents. The unprecedented outbreak of coronavirus disease-19 (COVID-19) was declared a public health emergency of international concern (PHEIC) by the WHO. At the end of July 2020, approximately 14 million cases of COVID-19 have been ‘officially’ diagnosed, and more than 614,000 deaths from COVID-19 have been reported to the World Health Organization.3 The true number of COVID-19 infections remains to be determined.3,4 Data from studies of COVID from China, Europe and USA show that clinical manifestation of COVID-19 ranges from asymptomatic or mild upper respiratory illness to moderate and severe disease, rapidly progressive pneumonitis, respiratory failure, acute respiratory distress syndrome, and multiorgan failure with fatal outcomes. The natural history of the disease can be divided into four different phases, from incubation toward critical illness in which the direct cytotoxic effects of SARS CoV-2, coagulopathy and exacerbated immune responses play critical roles in the progression to severe illness (Figure 1).6,11 Many individuals remain asymptomatic whereas some go on to develop mild disease and are not all detected by routine COVID19 screening services.11 The diagnosis of COVID-19 currently relies on qPCR detection of viral nucleic acids in nasopharyngeal swabs.3 From a respiratory infection, COVID-19 can rapidly evolve into a systemic disease, as evidenced by the extrapulmonary manifestations (Figure 2). Systemic manifestations are associated with an inflammatory syndrome (elevated serum levels of interleukin-6 [IL-6], alarmins and inflammatory chemokines), a profound lymphopenia, coagulopathy in multiple vascular territories, either related to a systemic immunopathology (as exemplified by the presence of anticardiolipin IgA, anti–β2 -glycoprotein IgA and IgG antibodies and cold agglutinin20-26), a direct infection of endothelial cells of lung capillaries expressing the SARS-CoV-2 angiotensin converting enzyme 2 receptor 27,28 or a hyperactivated innate immune response29 (Figure 2). Finally, the incidence and severity of COVID-19 correlate with risk factors and comorbidities, such as older age, cancer, obesity, cardiovascular diseases and diabetes linked to immuno-senescence, immunosuppression or immunopathologies.30-33",Published online 2020 Dec 6.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7511167/,COVID-19 among people experiencing homelessness in England: a modelling study,null,null,null,"The world is presently infected by the biological fever of COVID-19 caused by SARS-CoV-2 virus. The present study is mainly related to the airborne transmission of novel coronavirus through airway. Similarly, our mother planet is suffering from drastic effects of air pollution. There are sufficient probabilities or evidences proven for contagious virus transmission through polluted airborne-pathway in formed aerosol molecules. The pathways and sources of spread are detailed along with the best possible green control technologies or ideas to hinder further transmission. The combined effects of such root causes and unwanted outcomes are similar in nature leading to acute cardiac arrest of our planet. To maintain environmental sustainability, the prior future of such emerging unknown biological hazardous air emissions is to be thoroughly researched. So it is high time to deal with the future of hazardous air pollution and work on its preventive measures. The lifetime of such an airborne virus continues for several hours, thus imposing severe threat even during post-lockdown phase. The world waits eagerly for the development of successful vaccination or medication but the possible outcome is quite uncertain in terms of equivalent economy distribution and biomedical availability. Thus, risk assessments are to be carried out even during the post-vaccination period with proper environmental surveillance and monitoring. The skilled techniques of disinfection, sanitization, and other viable wayouts are to be modified with time, place, and prevailing climatic conditions, handling the pandemic efficiently. A healthy atmosphere makes the earth a better place to dwell, ensuring its future lifecycle."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295501/,Four point-of-care lateral flow immunoassays for diagnosis of COVID-19 and for assessing dynamics of antibody responses to SARS-CoV-2,"COVID-19 pandemic, Antibody response, Rapid test, Immunochromatographic assay, Lateral flow method","Since the coronavirus disease 2019 (COVID-19) emerged at the end of 2019 in Wuhan, China, it has rapidly progressed to a pandemic status and has caused tremendous repercussions on human health and life.1 , 2 As a newly emerged virus is normally assigned to a species based on its phylogeny and taxonomy,3 , 4 the causative pathogen of COVID-19 was officially named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).2 SARS-CoV-2 has been found to be closely related to severe acute respiratory syndrome coronavirus (SARS-CoV), which was identified in 2003. Both SARS-CoV and SARS-CoV-2 may have originated from bats and have evolved to be capable of human-to-human transmission through accumulation of genetic mutations.5 While facing an emerging infectious disease, rapid identification of the causative microorganism and analysis of its genome composition helps in the development of diagnostic tests, therapeutic drugs, and vaccines required to contain the spread of the disease and to mitigate the impact of the disease. It is especially true for a viral disease with high transmissibility, pathogenicity, and virulence, as observed in the current COVID-19 pandemic.",Published online 2020 Oct 15.,"Data from patients with coronavirus disease 2019 (COVID-19) are essential for guiding clinical decision making, for furthering the understanding of this viral disease, and for diagnostic modelling. Here, we describe an open resource containing data from 1,521 patients with pneumonia (including COVID-19 pneumonia) consisting of chest computed tomography (CT) images, 130 clinical features (from a range of biochemical and cellular analyses of blood and urine samples) and laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) clinical status. We show the utility of the database for prediction of COVID-19 morbidity and mortality outcomes using a deep learning algorithm trained with data from 1,170 patients and 19,685 manually labelled CT slices. In an independent validation cohort of 351 patients, the algorithm discriminated between negative, mild and severe cases with areas under the receiver operating characteristic curve of 0.944, 0.860 and 0.884, respectively. The open database may have further uses in the diagnosis and management of patients with COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381402/,Molecular and Immunological Diagnostic Tests of COVID-19: Current Status and Challenges,"Virology, Diagnostic Equipment, Infection Control in Health Technology, Analytical Chemistry","The importance of diagnostic tests for population management is nowhere clearer than with the current coronavirus disease 2019 (COVID-19) pandemic. South Korea, for example, rapidly validated and deployed test kits by private companies (Lee and Lee, 2020), examining over 200,000 individuals within the first 7 weeks of COVID-19 (Shim et al., 2020). Ensuing isolation and contact tracing enabled the country to slow down disease spread without imposing severe social and economic lockdown. A similar success was observed in Germany, which performed nearly 120,000 tests a day. The United States in contrast lagged behind, performing about 5,000 tests in the first 7 weeks in the entire country, and likely missed the critical window to contain the outbreak (Bialek et al., 2020). Centralized testing by the US Centers for Disease Control and Prevention (US-CDC) and other health care organizations have given way to automated testing using commercial platforms. As of July 2020, over 110 commercial molecular tests have received the Emergency Use Authorization (EUA) from US Food and Drug Administration (FDA), while over 300 antibody-based tests, which do not require FDA clearance, flooded the market (Food and Drug Administration, 2020; Foundation for Innovative New Diagnostics, 2020). The diagnostic performance of available tests varies widely, which could lead to confusing results (Maxmen, 2020) and sometimes ill-advised policies.",Published online 2020 Nov 23.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the etiologic agent of coronavirus disease 19 (COVID-19), and is genetically related to the 2003 SARS and Middle East respiratory syndrome (MERS-CoV) coronaviruses. Recent studies have reported that similar to SARS-CoV, this strain expresses a spike protein (S) with a receptor binding domain (RBD) that binds to angiotensin-converting enzyme 2 (ACE2) – an enzyme expressed mostly in the endothelium, kidneys, heart, gastrointestinal tract and lungs – to facilitate viral entry and intracellular replication. Incidentally, the renin-angiotensin-aldosterone system (RAAS) is integral to physiologic control of both ACE and ACE2 expression, and is an essential system utilized by SARS-CoV-2, albeit with varying schools of thought on how it can affect viral entry. In this paper, we will review current knowledge on the RAAS and how it can be affected by non-steroidal anti-inflammatory drugs (NSAIDs) and corticosteroid use at the organ and cellular levels. We will then discuss the relevance of these interactions on organ-specific ACE2 expression, and provide scientific insights on how this mechanism can potentially affect SARS-CoV-2 infection in the early phases of disease. From the standpoint of other known viruses, we will then aim to discuss the potential uses or restrictions of these drugs in viral infection, and provide an update on relevant studies about COVID-19."
